ORDERDATE;SALES;CURRENCY;PRODUCT;CUSTOMERNAME;COUNTRY
2019-10-19;16830,36;CNY;Product B;Customer 43;China
2019-03-19;2013,5;USD;Product B;Customer 79;United States
2019-12-18;20051,57;CNY;Product B;Customer 87;China
2019-01-04;326910,64;JPY;Product B;Customer 40;Japan
2019-06-29;1765,28;CHF;Product B;Customer 88;Switzerland
2019-05-11;3177,5;CHF;Product B;Customer 75;Switzerland
2019-03-28;13029,69;DKK;Product B;Customer 53;Denmark
2019-06-16;1681,9;GBP;Product B;Customer 31;United Kingdom
2019-02-24;14355;CNY;Product B;Customer 84;China
2019-03-27;19427,14;CNY;Product B;Customer 75;China
2019-11-03;1240,22;GBP;Product B;Customer 24;United Kingdom
2019-02-13;2378,07;AUD;Product B;Customer 66;Australia
2019-09-19;177882,98;JPY;Product B;Customer 23;Japan
2019-07-07;1443,75;EUR;Product B;Customer 24;Germany
2019-01-18;21706,13;DKK;Product B;Customer 78;Denmark
2019-01-20;175444,68;JPY;Product B;Customer 68;Japan
2019-04-04;399042,55;JPY;Product B;Customer 4;Japan
2019-01-15;3571,65;GBP;Product B;Customer 24;United Kingdom
2019-09-08;31581;CNY;Product B;Customer 62;China
2019-01-08;2808,49;CAD;Product B;Customer 21;Canada
2019-01-28;4262,5;SGD;Product B;Customer 78;Signapore
2019-10-11;12241,43;CNY;Product B;Customer 85;China
2019-01-17;1298,71;EUR;Product B;Customer 43;Germany
2019-03-06;2119,78;GBP;Product B;Customer 79;United Kingdom
2019-06-05;257668,09;JPY;Product B;Customer 14;Japan
2019-11-10;4713,97;CAD;Product B;Customer 40;Canada
2019-10-07;3491;CAD;Product B;Customer 41;Canada
2019-04-11;8924,29;CNY;Product B;Customer 75;China
2019-08-19;2909,23;EUR;Product B;Customer 24;Germany
2019-01-09;1782,34;AUD;Product B;Customer 56;Australia
2019-07-05;2272,24;CAD;Product B;Customer 84;Canada
2019-06-12;22885,71;CNY;Product B;Customer 75;China
2019-10-06;14992;DKK;Product B;Customer 24;Denmark
2019-03-09;14881,5;DKK;Product B;Customer 66;Denmark
2019-02-12;2627,76;CAD;Product B;Customer 86;Canada
2019-04-01;1960,09;EUR;Product B;Customer 24;Germany
2019-12-16;1666,54;GBP;Product B;Customer 22;United Kingdom
2019-02-15;1210,48;CHF;Product B;Customer 78;Switzerland
2019-01-04;2431,51;AUD;Product B;Customer 68;Australia
2019-05-14;1267,77;USD;Product B;Customer 4;United States
2019-02-02;24584,43;CNY;Product B;Customer 24;China
2019-02-07;1713,09;EUR;Product B;Customer 62;Germany
2019-06-05;3055,28;GBP;Product B;Customer 21;United Kingdom
2019-11-29;1674,27;EUR;Product B;Customer 24;Germany
2019-11-30;4405,3;CAD;Product B;Customer 28;Canada
2019-02-10;1640,27;CAD;Product B;Customer 75;Canada
2019-06-03;936,72;EUR;Product B;Customer 74;Germany
2019-10-30;2206,42;CAD;Product B;Customer 29;Canada
2019-12-21;1734;USD;Product B;Customer 27;United States
2019-11-04;2579,25;SGD;Product B;Customer 71;Signapore
2019-01-07;1606,39;EUR;Product B;Customer 82;Germany
2019-11-15;2302,9;GBP;Product B;Customer 48;United Kingdom
2019-06-11;3231,24;AUD;Product B;Customer 65;Australia
2019-05-22;1147,89;GBP;Product B;Customer 76;United Kingdom
2019-09-12;13970,57;CNY;Product B;Customer 73;China
2019-09-13;1822,36;GBP;Product B;Customer 24;United Kingdom
2019-07-18;1310,96;USD;Product B;Customer 66;United States
2019-11-15;4103,24;AUD;Product B;Customer 40;Australia
2019-06-14;1257,2;CHF;Product B;Customer 40;Switzerland
2019-12-07;1853,45;EUR;Product B;Customer 1;Germany
2019-08-07;19880,36;CNY;Product B;Customer 16;China
2019-11-17;1842,46;GBP;Product B;Customer 79;United Kingdom
2019-01-23;183936,17;JPY;Product B;Customer 12;Japan
2019-06-17;37327,5;DKK;Product B;Customer 63;Denmark
2019-11-17;242042,55;JPY;Product B;Customer 75;Japan
2019-06-30;284408,51;JPY;Product B;Customer 24;Japan
2019-09-11;3377,43;SGD;Product B;Customer 40;Signapore
2019-11-13;14419,43;CNY;Product B;Customer 24;China
2019-01-26;1343,96;EUR;Product B;Customer 24;Germany
2019-04-19;1534,17;SGD;Product B;Customer 24;Signapore
2019-11-25;18393,57;CNY;Product B;Customer 15;China
2019-06-21;20326,79;CNY;Product A;Customer 1;China
2019-03-13;3431,75;USD;Product A;Customer 11;United States
2019-04-20;23385;CNY;Product A;Customer 3;China
2019-02-16;5801,97;AUD;Product A;Customer 4;Australia
2019-11-08;5355,68;USD;Product A;Customer 5;United States
2019-09-27;611436,17;JPY;Product A;Customer 6;Japan
2019-05-27;4216,82;GBP;Product A;Customer 7;United Kingdom
2019-07-21;2185,99;EUR;Product A;Customer 8;Germany
2019-01-02;27195,19;DKK;Product A;Customer 9;Denmark
2019-12-11;16100;CNY;Product A;Customer 10;China
2019-06-20;2921,28;USD;Product A;Customer 11;United States
2019-04-13;3238,03;AUD;Product A;Customer 12;Australia
2019-12-28;2637,18;USD;Product A;Customer 13;United States
2019-05-02;3713,38;EUR;Product A;Customer 14;Germany
2019-04-23;2153,76;USD;Product A;Customer 15;United States
2019-08-29;3716,88;USD;Product A;Customer 16;United States
2019-06-09;4295,87;GBP;Product A;Customer 17;United Kingdom
2019-01-01;2650,62;USD;Product A;Customer 18;United States
2019-04-24;9066,59;AUD;Product A;Customer 19;Australia
2019-05-05;2073,54;GBP;Product A;Customer 1;United Kingdom
2019-02-26;2278,53;USD;Product A;Customer 36;United States
2019-07-09;4177,59;EUR;Product A;Customer 6;Germany
2019-08-27;29979,29;CNY;Product A;Customer 29;China
2019-06-27;489111,7;JPY;Product A;Customer 38;Japan
2019-03-16;33048,13;DKK;Product A;Customer 23;Denmark
2019-02-17;2795,31;GBP;Product A;Customer 24;United Kingdom
2019-11-24;2326,66;CAD;Product B;Customer 78;Canada
2019-11-29;4045,27;CAD;Product B;Customer 47;Canada
2019-11-25;1798,69;SGD;Product B;Customer 2;Signapore
2019-12-30;2303,41;EUR;Product B;Customer 43;Germany
2019-02-11;965,82;GBP;Product B;Customer 79;United Kingdom
2019-09-14;1346,15;CHF;Product B;Customer 14;Switzerland
2019-02-05;2541,97;SGD;Product B;Customer 8;Signapore
2019-11-24;3563,39;AUD;Product B;Customer 41;Australia
2019-06-18;1764,92;GBP;Product B;Customer 75;United Kingdom
2019-12-25;14999,06;DKK;Product B;Customer 24;Denmark
2019-06-21;11126,57;CNY;Product B;Customer 56;China
2019-06-24;89920,21;JPY;Product B;Customer 84;Japan
2019-09-17;1878,33;SGD;Product B;Customer 71;Signapore
2019-07-26;1467,41;CHF;Product B;Customer 85;Switzerland
2019-06-04;2616;USD;Product B;Customer 66;United States
2019-05-04;889,01;GBP;Product B;Customer 86;United Kingdom
2019-08-02;1912,5;EUR;Product B;Customer 24;Germany
2019-11-27;1748,69;EUR;Product B;Customer 22;Germany
2019-05-15;1385,2;GBP;Product B;Customer 78;United Kingdom
2019-12-24;1321,18;CAD;Product B;Customer 2;Canada
2019-03-17;1354,63;CHF;Product B;Customer 4;Switzerland
2019-10-19;3676,44;CHF;Product B;Customer 24;Switzerland
2019-08-21;2385,19;CHF;Product B;Customer 62;Switzerland
2019-06-12;13960,56;DKK;Product B;Customer 21;Denmark
2019-08-18;3495,27;AUD;Product E;Customer 87;Australia
2019-10-17;3037,87;GBP;Product E;Customer 24;United Kingdom
2019-11-10;3242,22;CHF;Product E;Customer 4;Switzerland
2019-02-25;5957,13;CHF;Product E;Customer 6;Switzerland
2019-07-25;2093,67;GBP;Product E;Customer 45;United Kingdom
2019-09-01;22554,75;DKK;Product E;Customer 11;Denmark
2019-01-26;1743,83;GBP;Product E;Customer 58;United Kingdom
2019-10-09;2368,56;EUR;Product E;Customer 62;Germany
2019-11-16;23649,43;CNY;Product E;Customer 24;China
2019-01-14;2051,72;EUR;Product E;Customer 15;Germany
2019-08-20;16506,29;CNY;Product E;Customer 86;China
2019-04-13;3760,89;CHF;Product E;Customer 76;Switzerland
2019-02-28;4852,36;SGD;Product E;Customer 48;Signapore
2019-06-17;20516,07;CNY;Product E;Customer 60;China
2019-12-22;3239,67;GBP;Product E;Customer 87;United Kingdom
2019-01-27;1498,1;AUD;Product E;Customer 36;Australia
2019-05-11;2714,11;CAD;Product E;Customer 89;Canada
2019-04-21;4007,96;CHF;Product E;Customer 29;Switzerland
2019-05-21;146428,72;JPY;Product E;Customer 24;Japan
2019-09-05;4786,34;EUR;Product E;Customer 2;Germany
2019-12-22;3659,02;USD;Product E;Customer 13;United States
2019-08-27;3280,01;GBP;Product E;Customer 71;United Kingdom
2019-05-15;1300;CHF;Product D;Customer 73;Switzerland
2019-02-16;959,73;CAD;Product D;Customer 78;Canada
2019-05-24;2398,31;AUD;Product D;Customer 85;Australia
2019-06-24;7467,75;DKK;Product D;Customer 83;Denmark
2019-08-21;1418,51;AUD;Product D;Customer 5;Australia
2019-03-13;6981,64;CNY;Product D;Customer 87;China
2019-09-29;1131,31;GBP;Product D;Customer 40;United Kingdom
2019-05-29;1026,3;CAD;Product D;Customer 88;Canada
2019-06-18;126536,17;JPY;Product D;Customer 24;Japan
2019-03-27;924,05;CAD;Product D;Customer 26;Canada
2019-07-27;1703,92;SGD;Product D;Customer 31;Signapore
2019-01-03;1372,99;AUD;Product D;Customer 65;Australia
2019-05-04;534,81;CHF;Product D;Customer 37;Switzerland
2019-12-12;7906,64;CNY;Product D;Customer 66;China
2019-09-02;73893,62;JPY;Product D;Customer 39;Japan
2019-10-12;8229;CNY;Product D;Customer 40;China
2019-10-06;279148,94;JPY;Product D;Customer 41;Japan
2019-03-11;2902,32;GBP;Product D;Customer 78;United Kingdom
2019-02-19;990,99;AUD;Product D;Customer 68;Australia
2019-03-09;13690,14;AUD;Product D;Customer 3;Australia
2019-12-18;1127,93;CAD;Product D;Customer 4;Canada
2019-02-21;1946,48;EUR;Product D;Customer 24;Germany
2019-03-18;59605,07;CNY;Product D;Customer 43;China
2019-01-12;2537,94;AUD;Product D;Customer 66;Australia
2019-12-01;1209,6;USD;Product D;Customer 21;United States
2019-06-29;2484,36;GBP;Product A;Customer 1;United Kingdom
2019-12-22;2455,91;EUR;Product A;Customer 11;Germany
2019-11-04;379818,09;JPY;Product A;Customer 3;Japan
2019-09-26;3902,41;USD;Product A;Customer 4;United States
2019-08-21;2048,14;SGD;Product A;Customer 18;Signapore
2019-12-25;2186,89;USD;Product A;Customer 6;United States
2019-10-06;1511,34;GBP;Product A;Customer 7;United Kingdom
2019-09-03;388936,17;JPY;Product A;Customer 8;Japan
2019-08-12;1592,24;EUR;Product A;Customer 9;Germany
2019-03-26;2607,04;AUD;Product A;Customer 45;Australia
2019-06-04;18812,71;CNY;Product A;Customer 11;China
2019-08-15;4380;SGD;Product A;Customer 46;Signapore
2019-06-04;2803,2;USD;Product A;Customer 62;United States
2019-09-05;3254,96;AUD;Product A;Customer 14;Australia
2019-10-27;1889,29;GBP;Product A;Customer 15;United Kingdom
2019-07-06;3796;SGD;Product A;Customer 16;Signapore
2019-02-05;1941,04;CHF;Product A;Customer 76;Switzerland
2019-10-10;2971,34;USD;Product A;Customer 48;United States
2019-01-14;3179,69;AUD;Product A;Customer 19;Australia
2019-09-16;3011,99;EUR;Product A;Customer 1;Germany
2019-04-12;5944,46;CAD;Product A;Customer 54;Canada
2019-05-01;2831,2;GBP;Product A;Customer 74;United Kingdom
2019-06-18;2106,28;EUR;Product A;Customer 15;Germany
2019-05-20;424319,15;JPY;Product A;Customer 38;Japan
2019-06-15;4455,52;EUR;Product A;Customer 10;Germany
2019-09-14;2416,55;EUR;Product A;Customer 71;Germany
2019-08-09;39632,56;DKK;Product F;Customer 49;Denmark
2019-04-29;32436,13;DKK;Product F;Customer 27;Denmark
2019-08-26;5581,25;CHF;Product F;Customer 50;Switzerland
2019-04-04;4675;SGD;Product F;Customer 40;Signapore
2019-08-08;7685,07;AUD;Product F;Customer 24;Australia
2019-05-15;5369,24;AUD;Product F;Customer 38;Australia
2019-08-24;8567,61;AUD;Product F;Customer 77;Australia
2019-04-27;4465,77;AUD;Product F;Customer 51;Australia
2019-04-03;6386,76;AUD;Product F;Customer 54;Australia
2019-10-16;457569,15;JPY;Product F;Customer 31;Japan
2019-10-03;6804,63;USD;Product F;Customer 57;United States
2019-04-14;7639,11;CAD;Product F;Customer 60;Canada
2019-03-25;9406,05;CAD;Product F;Customer 1;Canada
2019-10-25;6355,77;AUD;Product F;Customer 44;Australia
2019-07-13;19891,14;CNY;Product F;Customer 57;China
2019-09-28;7487,83;AUD;Product F;Customer 58;Australia
2019-05-20;4143,51;AUD;Product F;Customer 37;Australia
2019-09-19;4454,72;SGD;Product F;Customer 78;Signapore
2019-08-09;448409,57;JPY;Product F;Customer 15;Japan
2019-07-05;5855,8;CAD;Product F;Customer 25;Canada
2019-11-11;1643,41;GBP;Product F;Customer 28;United Kingdom
2019-12-05;1584,46;CHF;Product F;Customer 24;Switzerland
2019-10-16;5507,79;AUD;Product F;Customer 36;Australia
2019-01-01;239906,38;JPY;Product F;Customer 5;Japan
2019-09-26;7945,49;SGD;Product F;Customer 40;Signapore
2019-07-19;3335,23;USD;Product F;Customer 59;United States
2019-05-23;2289,78;CHF;Product D;Customer 73;Switzerland
2019-04-25;1361,93;GBP;Product D;Customer 78;United Kingdom
2019-10-20;1382,64;SGD;Product D;Customer 85;Signapore
2019-11-18;3353,78;SGD;Product D;Customer 83;Signapore
2019-02-26;9752,94;DKK;Product D;Customer 5;Denmark
2019-05-06;7949,57;CNY;Product D;Customer 87;China
2019-01-14;121163,83;JPY;Product D;Customer 40;Japan
2019-11-04;1406,11;SGD;Product D;Customer 88;Signapore
2019-10-20;719,62;GBP;Product D;Customer 24;United Kingdom
2019-07-22;3262,58;SGD;Product D;Customer 26;Signapore
2019-09-07;1635,38;AUD;Product D;Customer 31;Australia
2019-12-17;1389,57;GBP;Product D;Customer 24;United Kingdom
2019-08-10;1457,67;EUR;Product D;Customer 84;Germany
2019-05-15;2968,13;SGD;Product D;Customer 37;Signapore
2019-07-13;13606,88;DKK;Product D;Customer 8;Denmark
2019-06-22;1495,24;EUR;Product D;Customer 39;Germany
2019-07-27;92073,4;JPY;Product D;Customer 40;Japan
2019-05-30;4861,25;SGD;Product D;Customer 41;Signapore
2019-09-20;2223,52;USD;Product D;Customer 78;United States
2019-10-07;16512;CNY;Product D;Customer 47;China
2019-11-30;1150,5;SGD;Product D;Customer 3;Signapore
2019-04-29;5353,25;DKK;Product D;Customer 4;Denmark
2019-01-09;1453,11;GBP;Product D;Customer 24;United Kingdom
2019-02-01;5462,27;CAD;Product D;Customer 43;Canada
2019-10-27;1439,37;GBP;Product D;Customer 40;United Kingdom
2019-10-14;2897,86;GBP;Product C;Customer 18;United Kingdom
2019-06-30;4062,63;SGD;Product C;Customer 63;Signapore
2019-12-04;21348,56;DKK;Product C;Customer 26;Denmark
2019-04-12;7090,47;SGD;Product C;Customer 6;Signapore
2019-06-20;4014,8;GBP;Product C;Customer 61;United Kingdom
2019-05-29;29136;DKK;Product C;Customer 27;Denmark
2019-06-09;2969,96;USD;Product C;Customer 50;United States
2019-01-13;4724,76;CAD;Product C;Customer 82;Canada
2019-11-20;41149,5;CNY;Product C;Customer 31;China
2019-11-21;48707,43;CNY;Product C;Customer 65;China
2019-09-13;4255,24;CAD;Product C;Customer 66;Canada
2019-05-21;8034,25;AUD;Product C;Customer 40;Australia
2019-01-28;3520,6;USD;Product C;Customer 24;United States
2019-05-12;7341,14;SGD;Product C;Customer 66;Signapore
2019-06-03;7784,79;SGD;Product C;Customer 40;Signapore
2019-07-21;2779,5;USD;Product C;Customer 19;United States
2019-02-26;7602,93;AUD;Product C;Customer 38;Australia
2019-06-23;339319,15;JPY;Product C;Customer 16;Japan
2019-11-22;34886,25;DKK;Product C;Customer 32;Denmark
2019-09-12;23877,75;DKK;Product C;Customer 12;Denmark
2019-07-09;7470,32;CAD;Product C;Customer 25;Canada
2019-03-06;636321,28;JPY;Product C;Customer 26;Japan
2019-08-21;7895,35;SGD;Product C;Customer 24;Signapore
2019-08-08;366957,45;JPY;Product C;Customer 40;Japan
2019-02-15;3587,03;CAD;Product C;Customer 40;Canada
2019-11-14;11483,78;CAD;Product C;Customer 24;Canada
2019-09-08;5510,54;USD;Product C;Customer 15;United States
2019-07-02;2784,39;CAD;Product A;Customer 67;Canada
2019-04-14;15376;DKK;Product A;Customer 2;Denmark
2019-09-05;1407,53;GBP;Product A;Customer 40;United Kingdom
2019-09-02;2223,85;CAD;Product A;Customer 4;Canada
2019-10-03;3012,75;SGD;Product A;Customer 5;Signapore
2019-07-05;3966,45;AUD;Product A;Customer 43;Australia
2019-08-23;3406,82;CAD;Product A;Customer 7;Canada
2019-10-12;19999,88;DKK;Product A;Customer 24;Denmark
2019-12-03;1153,55;EUR;Product A;Customer 10;Germany
2019-10-04;4186,73;AUD;Product A;Customer 7;Australia
2019-08-06;220308,51;JPY;Product A;Customer 12;Japan
2019-10-13;22090;CNY;Product A;Customer 10;China
2019-03-04;256244,68;JPY;Product A;Customer 59;Japan
2019-11-01;24803,86;CNY;Product A;Customer 72;China
2019-07-21;240774,47;JPY;Product A;Customer 16;Japan
2019-01-16;15672,64;CNY;Product A;Customer 17;China
2019-04-02;1819,46;CAD;Product A;Customer 18;Canada
2019-03-30;2533,63;USD;Product A;Customer 80;United States
2019-05-12;362048,94;JPY;Product A;Customer 67;Japan
2019-07-30;23622,86;CNY;Product A;Customer 20;China
2019-02-13;18104,06;DKK;Product A;Customer 24;Denmark
2019-10-01;2073,14;GBP;Product A;Customer 74;United Kingdom
2019-02-15;1611,02;GBP;Product A;Customer 15;United Kingdom
2019-08-29;2110,69;CHF;Product A;Customer 40;Switzerland
2019-01-12;2150,55;USD;Product A;Customer 23;United States
2019-01-14;21002,81;DKK;Product B;Customer 78;Denmark
2019-04-12;3143,78;CAD;Product B;Customer 85;Canada
2019-01-26;1217,01;GBP;Product B;Customer 43;United Kingdom
2019-04-09;2898,11;CAD;Product B;Customer 79;Canada
2019-06-16;174385,11;JPY;Product B;Customer 14;Japan
2019-07-26;2284,14;EUR;Product B;Customer 40;Germany
2019-04-22;5416,34;AUD;Product B;Customer 41;Australia
2019-03-28;3564,6;GBP;Product B;Customer 75;United Kingdom
2019-02-18;5508,75;SGD;Product B;Customer 24;Signapore
2019-06-06;3261,87;GBP;Product B;Customer 31;United Kingdom
2019-10-21;3497,24;GBP;Product B;Customer 84;United Kingdom
2019-04-11;352672,34;JPY;Product B;Customer 75;Japan
2019-03-18;3628,27;CHF;Product B;Customer 24;Switzerland
2019-05-05;2620,79;CHF;Product B;Customer 66;Switzerland
2019-04-29;5298,86;USD;Product B;Customer 23;United States
2019-05-21;2620,8;USD;Product B;Customer 24;United States
2019-06-28;232021,28;JPY;Product B;Customer 22;Japan
2019-07-22;4763,49;AUD;Product B;Customer 78;Australia
2019-01-05;4051,76;AUD;Product B;Customer 85;Australia
2019-02-02;5550,27;CAD;Product B;Customer 40;Canada
2019-09-13;9642,86;CNY;Product B;Customer 24;China
2019-08-16;5655,12;GBP;Product B;Customer 62;United Kingdom
2019-12-16;5316,12;CAD;Product B;Customer 21;Canada
2019-12-16;1613,33;CHF;Product B;Customer 24;Switzerland
2019-11-29;621,93;EUR;Product B;Customer 63;Germany
2019-08-26;10638,64;CNY;Product B;Customer 75;China
2019-07-05;701,6;GBP;Product B;Customer 74;United Kingdom
2019-01-02;1679,58;SGD;Product B;Customer 61;Signapore
2019-05-30;1161;CAD;Product B;Customer 27;Canada
2019-04-29;992,62;EUR;Product B;Customer 50;Germany
2019-07-22;1856,17;SGD;Product B;Customer 82;Signapore
2019-06-04;5658;DKK;Product B;Customer 48;Denmark
2019-07-19;1075,34;EUR;Product B;Customer 65;Germany
2019-01-24;1143,93;CAD;Product B;Customer 83;Canada
2019-10-26;1085,04;USD;Product B;Customer 40;United States
2019-01-08;1391,68;GBP;Product B;Customer 24;United Kingdom
2019-09-24;811,37;GBP;Product B;Customer 66;United Kingdom
2019-06-17;1467,93;CHF;Product B;Customer 40;Switzerland
2019-08-24;86510,64;JPY;Product B;Customer 19;Japan
2019-11-06;1651,18;AUD;Product B;Customer 1;Australia
2019-09-10;160697,87;JPY;Product B;Customer 16;Japan
2019-02-27;1140,21;GBP;Product B;Customer 79;United Kingdom
2019-06-26;20863,13;DKK;Product B;Customer 12;Denmark
2019-01-26;964,8;GBP;Product B;Customer 40;United Kingdom
2019-10-29;142200;JPY;Product B;Customer 75;Japan
2019-04-10;4205,41;AUD;Product B;Customer 24;Australia
2019-09-05;34661,25;DKK;Product B;Customer 40;Denmark
2019-10-14;5249,66;EUR;Product B;Customer 24;Germany
2019-01-03;2520,28;AUD;Product B;Customer 24;Australia
2019-07-01;852,05;GBP;Product B;Customer 24;United Kingdom
2019-04-25;811,37;GBP;Product B;Customer 15;United Kingdom
2019-09-08;22870,75;DKK;Product E;Customer 87;Denmark
2019-05-12;2106,55;EUR;Product E;Customer 20;Germany
2019-10-12;3309,72;AUD;Product E;Customer 89;Australia
2019-02-26;11758,5;CNY;Product E;Customer 51;China
2019-06-28;177687,23;JPY;Product E;Customer 17;Japan
2019-05-24;156114,89;JPY;Product E;Customer 38;Japan
2019-01-12;2748,56;USD;Product E;Customer 52;United States
2019-01-09;161957,45;JPY;Product E;Customer 53;Japan
2019-09-03;2806,34;EUR;Product E;Customer 67;Germany
2019-05-30;376067,02;JPY;Product E;Customer 55;Japan
2019-01-09;18635,43;CNY;Product E;Customer 56;China
2019-05-09;1356,4;USD;Product E;Customer 34;United States
2019-04-30;2238;SGD;Product E;Customer 24;Signapore
2019-04-03;16270;DKK;Product E;Customer 42;Denmark
2019-03-02;2055,28;CHF;Product E;Customer 86;Switzerland
2019-01-08;1385,42;CHF;Product E;Customer 90;Switzerland
2019-07-24;1884;USD;Product E;Customer 30;United States
2019-04-09;2166,14;USD;Product E;Customer 60;United States
2019-02-08;2618,67;CHF;Product E;Customer 87;Switzerland
2019-08-26;5357,28;EUR;Product E;Customer 36;Germany
2019-10-22;11668,75;DKK;Product E;Customer 50;Denmark
2019-12-18;2676,72;USD;Product E;Customer 61;United States
2019-01-25;13640,25;DKK;Product E;Customer 24;Denmark
2019-02-06;10071,25;DKK;Product E;Customer 2;Denmark
2019-12-04;1165,23;GBP;Product E;Customer 62;United Kingdom
2019-07-08;1318,72;CHF;Product E;Customer 88;Switzerland
2019-06-30;37139,25;DKK;Product B;Customer 78;Denmark
2019-07-01;2174,77;CHF;Product B;Customer 85;Switzerland
2019-05-03;5935,3;CAD;Product B;Customer 43;Canada
2019-02-20;293590,43;JPY;Product B;Customer 79;Japan
2019-09-22;3788,93;SGD;Product B;Customer 87;Signapore
2019-11-22;3237,57;CAD;Product B;Customer 40;Canada
2019-07-24;19077,06;DKK;Product B;Customer 41;Denmark
2019-12-16;30300;CNY;Product B;Customer 75;China
2019-01-18;19931,79;CNY;Product B;Customer 53;China
2019-09-09;3417,71;GBP;Product B;Customer 31;United Kingdom
2019-04-13;19730;CNY;Product B;Customer 84;China
2019-11-16;494225,53;JPY;Product B;Customer 75;Japan
2019-10-20;5580,96;USD;Product B;Customer 24;United States
2019-10-21;695642,55;JPY;Product B;Customer 66;Japan
2019-05-12;4369,25;GBP;Product B;Customer 23;United Kingdom
2019-01-22;6382,51;SGD;Product B;Customer 24;Signapore
2019-08-24;2618,93;AUD;Product B;Customer 78;Australia
2019-05-23;2829,41;CAD;Product B;Customer 85;Canada
2019-06-20;3640,63;EUR;Product B;Customer 40;Germany
2019-02-08;2248,96;AUD;Product B;Customer 24;Australia
2019-01-30;8197,68;AUD;Product B;Customer 62;Australia
2019-03-07;7356,25;SGD;Product B;Customer 21;Signapore
2019-07-18;861,94;CHF;Product B;Customer 46;Switzerland
2019-11-09;1040,9;EUR;Product B;Customer 68;Germany
2019-04-18;996,39;SGD;Product B;Customer 40;Signapore
2019-02-09;1481,6;SGD;Product B;Customer 42;Signapore
2019-10-19;2158,33;SGD;Product B;Customer 55;Signapore
2019-11-20;1101,41;EUR;Product B;Customer 44;Germany
2019-02-20;2192,76;SGD;Product B;Customer 8;Signapore
2019-05-10;722,6;GBP;Product B;Customer 41;United Kingdom
2019-08-14;1050;CAD;Product B;Customer 24;Canada
2019-06-07;10544,86;CNY;Product B;Customer 24;China
2019-01-05;2166,85;AUD;Product B;Customer 70;Australia
2019-12-02;1255,21;AUD;Product B;Customer 61;Australia
2019-05-20;2306,49;CAD;Product B;Customer 23;Canada
2019-08-24;1373,6;USD;Product B;Customer 71;United States
2019-07-08;7534,94;DKK;Product B;Customer 85;Denmark
2019-08-11;2010,42;AUD;Product B;Customer 70;Australia
2019-02-09;175455,32;JPY;Product B;Customer 86;Japan
2019-07-13;1280,58;CHF;Product B;Customer 69;Switzerland
2019-12-21;1229,51;USD;Product B;Customer 22;United States
2019-05-08;121327,66;JPY;Product B;Customer 46;Japan
2019-09-05;2188,33;SGD;Product B;Customer 11;Signapore
2019-07-24;147523,4;JPY;Product B;Customer 24;Japan
2019-04-28;5018,4;USD;Product B;Customer 4;United States
2019-09-04;8134,51;SGD;Product B;Customer 24;Signapore
2019-04-08;4532,16;CHF;Product B;Customer 40;Switzerland
2019-04-28;2094,32;USD;Product B;Customer 84;United States
2019-03-04;592,64;CHF;Product B;Customer 20;Switzerland
2019-10-26;4315,57;CAD;Product D;Customer 49;Canada
2019-08-06;4319,3;AUD;Product D;Customer 20;Australia
2019-09-16;413096,81;JPY;Product D;Customer 50;Japan
2019-07-13;4457,64;CHF;Product D;Customer 40;Switzerland
2019-04-11;20187,64;CNY;Product D;Customer 81;China
2019-04-08;2212,78;SGD;Product D;Customer 38;Signapore
2019-04-19;23329,29;CNY;Product D;Customer 77;China
2019-09-13;3407,71;SGD;Product D;Customer 51;Signapore
2019-03-24;27931,43;CNY;Product D;Customer 54;China
2019-06-15;12771,43;CNY;Product D;Customer 31;China
2019-06-06;3328,07;USD;Product D;Customer 56;United States
2019-09-29;3265,86;EUR;Product D;Customer 13;Germany
2019-05-20;4241,25;SGD;Product D;Customer 1;Signapore
2019-06-12;1579,32;GBP;Product D;Customer 44;United Kingdom
2019-07-13;2589;CHF;Product D;Customer 57;Switzerland
2019-09-12;4450,65;AUD;Product D;Customer 58;Australia
2019-05-11;415810,64;JPY;Product D;Customer 59;Japan
2019-01-23;18617,71;CNY;Product D;Customer 78;China
2019-07-04;13011;DKK;Product D;Customer 15;Denmark
2019-08-01;21999,06;DKK;Product D;Customer 25;Denmark
2019-09-08;14537,84;CAD;Product D;Customer 36;Canada
2019-06-14;4254,93;AUD;Product D;Customer 24;Australia
2019-12-18;13511,14;CNY;Product D;Customer 61;China
2019-06-21;3896,68;CHF;Product D;Customer 5;Switzerland
2019-03-17;2080;CHF;Product D;Customer 40;Switzerland
2019-08-01;6107,4;USD;Product D;Customer 59;United States
2019-10-21;12423,38;DKK;Product B;Customer 78;Denmark
2019-07-12;432868,09;JPY;Product B;Customer 85;Japan
2019-03-03;3214,39;AUD;Product B;Customer 43;Australia
2019-08-04;163936,17;JPY;Product B;Customer 79;Japan
2019-04-19;2711;SGD;Product B;Customer 14;Signapore
2019-12-09;4199,47;CAD;Product B;Customer 40;Canada
2019-02-14;16633,14;CNY;Product B;Customer 41;China
2019-08-19;338808,51;JPY;Product B;Customer 75;Japan
2019-02-26;2985,75;SGD;Product B;Customer 24;Signapore
2019-04-14;19905;DKK;Product B;Customer 31;Denmark
2019-02-04;2978,28;AUD;Product B;Customer 84;Australia
2019-01-21;5995,15;AUD;Product B;Customer 75;Australia
2019-05-03;2021,53;EUR;Product B;Customer 24;Germany
2019-10-01;247729,79;JPY;Product B;Customer 66;Japan
